
"Pull day · Day 1 · Week 2 · New plan";"2026-07-02 7:31 am";"1:38 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;117.5;10
2;125;8
3;115;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;9
2;30;8
3;30;8
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.3;12
2;7.3;10
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;11
2;60;10
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;10
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;14
3;115;12
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 5 · New plan";"2025-12-28 4:23 pm";"2:18 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;11
2;80;10
3;80;9
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;8
2;26;7
3;26;5
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;12
2;22;11
3;22;10
4;22;9
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;85;8
2;80;9
3;80;9
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;40;12
2;40;11
3;40;8
4;40;8
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;12
3;20;10
"7. Seated Y Raises · Cable · 10 reps"
#;KG;REPS
1;14;12
2;14;11
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 3/ Leg day · Day 1 · Week 4 · New plan";"2025-12-26 3:41 pm";"1:22 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;10
2;125;7
3;110;10
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;12
2;30;10
3;30;9
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.6;10
2;7.6;7
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;60;12
2;60;9
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;9
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;12
3;115;11
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 1 / Back-Chest · Day 2 · Week 4 · New plan";"2025-12-24 12:09 pm";"1:23 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;70;9
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;9
2;95;8
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;6
2;30;6
3;30;6
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;8
2;20;7
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;11
2;90;10
"6. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;39
2;35
"7. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;9
3;45;10
"8. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;12
2;90;10
3;90;10

"Day 2/ Shoulder-Arm · Day 3 · Week 4 · New plan";"2025-12-21 2:55 pm";"1:24 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;10
2;80;9
3;80;7
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;24;12
2;26;7
3;26;6
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;11
2;22;10
3;22;9
4;22;8
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;12
2;80;10
3;80;9
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;40;12
2;40;11
3;40;8
4;40;8
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;11
2;20;10
3;20;9
"7. Seated Y Raises · Cable · 10 reps"
#;KG;REPS
1;14;12
2;14;11
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 2 · Week 3 · New plan";"2025-12-18 9:19 am";"1:09 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;70;8
2;70;7
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;8
2;95;8
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;8
2;30;7
3;30;5
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;11
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;39
2;35
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;9
3;50;10
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;10
2;90;11
3;90;9

"Day 3/ Leg day · Day 1 · Week 3 · New plan";"2025-12-15 8:05 pm";"2:01 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;110;12
2;120;7
3;110;10
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;12
2;30;10
3;30;8
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.3;12
2;7.3;9
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;60;11
2;60;8
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;8
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;15
2;115;13
3;115;11
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 3 · New plan";"2025-12-14 9:05 pm";"1:39 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;12
2;75;10
3;75;9
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;24;10
2;24;8
3;24;7
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;20;13
2;20;11
3;20;10
4;20;10
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;75;13
2;75;11
3;75;10
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;40;13
2;40;10
3;40;9
4;40;8
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;15;15
2;15;15
3;15;12
"7. Seated Y Raises · Cable · 10 reps"
#;KG;REPS
1;14;12
2;14;11
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 2 · Week 2 · New plan";"2025-12-06 7:02 pm";"1 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;70;8
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;100;8
2;95;10
3;95;7
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;32;6
2;30;8
3;30;6
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;12
2;90;9
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;39
2;35
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;8
3;45;10

"Day 3/ Leg day · Day 1 · Week 2 · New plan";"2025-12-03 4:02 pm";"24 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;117.5;7
2;125;7
3;115;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;10
2;32;8
3;32;7
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7;13
2;7;12
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;60;12
2;65;7
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;100;14
2;100;8
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;13
3;115;11

"Day 2/ Shoulder-Arm · Day 3 · Week 1 · New plan";"2025-12-01 8:07 pm";"2:40 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;10
2;80;9
3;80;8
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;8
2;26;6
3;24;8
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;12
2;22;11
3;22;10
4;22;9
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;12
2;80;11
3;80;10
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;8
3;45;8
4;45;8
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;9
2;15;12
3;15;10
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;14
2;18;12
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 2 · Week 1 · New plan";"2025-11-28 5:45 pm";"1:03 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;77.5;3
2;72.5;7
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;100;7
2;95;9
3;95;8
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;32;6
2;30;8
3;30;6
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;12
2;90;11
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;41
2;35
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;14
2;18;12
3;18;9

"Day 3/ Leg day · Day 1 · Week 1 · New plan";"2025-11-24 8:40 pm";"2:03 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;10
2;125;7
3;115;10
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;12
2;32;9
3;32;8
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7;12
2;7;10
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;7
2;65;7
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;105;11
2;105;8
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;15
3;115;11
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 4/ Strength · Day 4 · Week 5 · New plan";"2025-11-21 10:37 am";"1:12 hr"
"1. Bench Press with Wide Grip · Barbell · 6 reps"
#;KG;REPS
1;75;5
2;70;8
"2. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;11
2;+0;10
3;+0;9
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;9
2;30;8
3;30;6
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;12
2;90;11
"5. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;9
2;100;9
3;100;8

"Day 3/ Leg day · Day 3 · Week 5 · New plan";"2025-11-17 8:56 pm";"1:50 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;10
2;125;7
3;115;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;11
2;32;9
3;32;7
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.3;12
2;7.3;10
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;10
2;65;7
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;105;11
2;105;8
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;105;15
2;115;11
3;115;15
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 2/ Shoulder-Arm · Day 2 · Week 5 · New plan";"2025-11-16 3:05 pm";"1:33 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;11
2;90;9
3;90;8
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;8
2;26;7
3;26;6
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;12
2;22;11
3;22;10
4;22;8
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;12
2;80;11
3;80;10
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;9
3;45;8
4;45;5
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;8
3;15;12
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;15
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 1 · Week 5 · New plan";"2025-11-13 9:35 am";"1:06 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;4
2;70;7
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;10
2;95;10
3;95;9
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;8
2;30;8
3;30;6
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;11
2;90;10
"5. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;13
2;16;13
3;16;12

"Day 3/ Leg day · Day 3 · Week 4 · New plan";"2025-11-11 6:42 am";"1:08 hr"
"1. Squats · Barbell · 8 reps"
#;KG;REPS
1;100;5
2;100;5
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;9
2;32;7
3;32;7
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7;12
2;7;11
"4. Romanian Deadlifts · Barbell · 10 reps"
#;KG;REPS
1;100;10
2;100;10
"5. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;12
2;75;10
3;75;9

"Day 2/ Shoulder-Arm · Day 2 · Week 4 · New plan";"2025-11-09 8:25 pm";"1:57 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;11
2;90;9
3;90;8
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;7
2;26;6
3;26;6
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;11
2;22;10
3;22;9
4;22;8
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;12
2;80;10
3;80;9
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;9
3;45;6
4;40;10
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;8
3;15;12
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;15
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 1 · Week 4 · New plan";"2025-11-06 6:46 pm";"1:26 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;70;8
2;75;5
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;10
2;95;9
3;90;9
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;10
2;30;8
3;30;6
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;10
2;90;10
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;40
2;30
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;13
2;18;11
3;18;10
"7. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;10
2;80;9
3;80;8

"Day 3/ Leg day · Day 3 · Week 3 · New plan";"2025-11-03 8:32 pm";"1:44 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;10
2;125;6
3;115;8
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;10
2;32;9
3;32;6
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7;12
2;7;11
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;9
2;65;7
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;100;13
2;105;8
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;105;15
2;105;15
3;105;15
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;8
2;100;8
3;95;10
"8. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 1 / Back-Chest · Day 1 · Week 3 · New plan";"2025-10-31 10:41 am";"1:43 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;3
2;70;7
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;9
2;95;8
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;9
2;30;8
3;30;7
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;12
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;40
2;30
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;13
2;18;11
3;18;10
"7. Seated Calf Raises · Machine · 10 reps";"Front calf sets "
#;KG;REPS
1;80;10
2;80;9
3;75;11

"Day 2/ Shoulder-Arm · Day 2 · Week 3 · New plan";"2025-10-27 8:58 pm";"1:32 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;10
2;90;9
3;90;8
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;7
2;26;6
3;26;6
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;10
2;22;9
3;22;9
4;22;8
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;11
2;80;10
3;75;10
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;11
2;45;9
3;45;7
4;40;12
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;15;12
2;15;10
3;15;11
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;15
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 3/ Leg day · Day 3 · Week 2 · New plan";"2025-10-26 8:10 pm";"1:40 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;9
2;122.5;6
3;112.5;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;9
2;32;8
3;32;6
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7;11
2;7;11
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;8
2;65;6
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;8
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;105;15
2;105;15
3;105;15
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;12
3;95;10
"8. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 1 / Back-Chest · Day 1 · Week 2 · New plan";"2025-10-24 6:20 pm";"1:45 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;5
2;70;6
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;8
2;95;8
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;6
2;28;9
3;28;7
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;80;12
2;95;10
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;36
2;30
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;13
2;18;11
3;18;10
"7. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;9
2;85;10
3;85;9

"Day 2/ Shoulder-Arm · Day 2 · Week 2 · New plan";"2025-10-22 7:45 pm";"1:08 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;12
2;75;12
3;75;12
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;24;12
2;24;10
3;24;9
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;10
2;22;9
3;22;8
4;20;10
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;12
2;80;11
3;80;9
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;8
3;45;10
4;45;8
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;11
3;20;12
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;15
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 1 · Week 1 · New plan";"2025-10-17 7:25 pm";"1:10 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;70;7
2;70;7
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;90;10
2;90;9
3;85;8
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;28;12
2;28;9
3;28;9
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;80;12
2;80;12
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;36
2;30
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;15
3;16;15
"7. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;9
2;85;10
3;85;9

"Day 2/ Shoulder-Arm · Day 2 · Week 1 · New plan";"2025-10-14 9:43 pm";"1:32 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;12
2;75;12
3;75;12
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;24;12
2;24;10
3;24;9
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;13
2;22;12
3;22;11
4;22;10
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;75;13
2;75;12
3;75;11
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;10
3;45;9
4;45;6
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;8
2;15;13
3;20;14
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;15
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 3/ Leg day · Day 3 · Week 1 · New plan";"2025-10-13 8:20 pm";"1:37 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;110;12
2;120;7
3;110;10
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;12
2;30;11
3;30;9
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;8;12
2;8;12
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;12
2;65;9
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;105;13
2;105;10
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;105;15
2;105;15
3;105;15
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;12
3;95;10
"8. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 1 / Back-Chest · Day 1 · Week 5 · New plan";"2025-10-05 11:18 am";"2 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;77.5;3
2;75;4
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;8
2;95;8
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;9
2;30;8
3;30;8
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;80;12
2;80;11
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;38
2;32
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;14
2;18;13
3;18;12
"7. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;10
2;75;11
3;75;11

"Day 3/ Leg day · Day 3 · Week 5 · New plan";"2025-10-03 1:12 pm";"1:35 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;9
2;125;6
3;115;8
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;12
2;30;10
3;30;9
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;8;12
2;8;11
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;11
2;60;9
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;95;11
2;95;10
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;105;15
2;105;15
3;105;15
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;11
3;95;9
"8. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;11

"Day 2/ Shoulder-Arm · Day 2 · Week 5 · New plan";"2025-09-29 8:54 pm";"1:43 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;10
2;90;9
3;90;9
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;7
2;26;6
3;24;9
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;24;13
2;24;12
3;24;11
4;24;10
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;11
2;80;10
3;75;11
"5. Preacher Curls · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;10
3;45;9
4;40;10
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;8
2;15;13
3;20;14
"7. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;18;12
2;18;13
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;13
2;14
3;13

"Day 1 / Back-Chest · Day 1 · Week 4 · New plan";"2025-09-27 12:40 pm";"2:02 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;75;5
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;7
2;95;7
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;9
2;30;8
3;30;7
"4. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;10
2;90;9
"5. Push-Ups with Close Grip · Bodyweight · 10 reps"
#;REPS
1;38
2;32
"6. Lateral Raises · Dumbbells · 10 reps"
#;KG;REPS
1;16;16
2;16;14
3;16;15
"7. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;13
2;75;11
3;75;10

"Day 3/ Leg day · Day 3 · Week 4 · New plan";"2025-09-25 10:54 am";"1:34 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;115;9
2;122.5;7
3;110;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;8
2;32;8
3;32;7
