
"Pull day · Day 1 · Week 2 · New plan";"2026-07-02 7:31 am";"1:38 hr"
"1. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
"Pull day · Day 2 · Week 3 · New plan";"2026-03-29 2:17 pm";"1:46 hr"
"1. Hanging Leg Raises · Bodyweight · 10 reps"
#;KG;REPS
1;+0;13
2;+0;12
3;+0;11
4;+0;11
"2. Handstand · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
4;10
5;10
6;10
"3. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;13
2;+0;11
3;+0;9
"4. Pull-Ups with Close Neutral Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;8
2;+0;8
3;+0;7
"5. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;10
2;22;8
3;20;11
4;20;12
"6. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;12
2;75;11
3;75;11
"7. Overhead Curls · Cable · 10 reps"
#;KG;REPS
1;35;11
2;30;14
"8. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;13
2;50;11
3;50;10

"Leg day · Day 1 · Week 2 · New plan";"2026-03-27 1:07 pm";"1:27 hr"
"1. Leg Press · Machine · 8 reps"
#;KG;REPS
1;8;12
2;8;11
3;8;10
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;12
2;30;9
3;30;9
"3. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;8
2;65;8
3;65;6
"4. Leg Extensions · Machine · 6 reps"
#;KG;REPS
1;100;12
2;100;9
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;120;15
2;120;13
3;120;12
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;11

"Push day · Day 3 · Week 2 · New plan";"2026-03-26 12:36 pm";"1:14 hr"
"1. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;13
2;30;8
3;30;6
"2. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;80;8
2;75;11
3;75;11
"3. Handstand · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
"4. Pine push ups · Bodyweight · 10 reps"
#;REPS
1;11
2;10
3;8
"5. Overhead Triceps Extensions with Rope · Cable · 10 reps"
#;KG;REPS
1;45;13
2;45;11
3;45;10
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;9
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;13
2;95;11
3;95;10

"Pull day · Day 2 · Week 2 · New plan";"2026-03-23 7:45 pm";"1:30 hr"
"1. Hanging Leg Raises · Bodyweight · 10 reps"
#;KG;REPS
1;+0;12
2;+0;11
3;+0;11
4;+0;11
"2. Handstand · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
4;10
5;10
6;10
"3. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;13
2;+0;11
3;+0;8
"4. Pull-Ups with Close Neutral Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;9
3;+0;8
"5. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;20;13
2;20;12
3;20;11
4;20;11
"6. Overhead Curls · Cable · 10 reps"
#;KG;REPS
1;30;15
2;35;8
"7. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;8

"Push day · Day 3 · Week 1 · New plan";"2026-03-22 11:51 am";"52 min"
"1. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;13
2;30;7
3;30;6
"2. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;75;12
2;75;11
3;75;11
"3. Handstand · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
"4. Pine push ups · Bodyweight · 10 reps"
#;REPS
1;10
2;9
3;8
"5. Overhead Triceps Extensions with Rope · Cable · 10 reps"
#;KG;REPS
1;45;11
2;45;10
3;45;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;11
3;95;10

"Leg day · Day 1 · Week 1 · New plan";"2026-03-21 12:58 pm";"1:59 hr"
"1. Leg Press · Machine · 8 reps"
#;KG;REPS
1;8;12
2;8;11
3;8;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;10
2;30;10
3;30;8
"3. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;9
2;65;10
3;65;7
"4. Leg Extensions · Machine · 6 reps"
#;KG;REPS
1;100;12
2;100;11
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;120;14
2;120;14
3;120;12
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;75;17
2;85;11

"Pull day · Day 2 · Week 1 · New plan";"2026-03-20 12:43 am";"1:22 hr"
"1. Hanging Leg Raises · Bodyweight · 10 reps"
#;KG;REPS
1;+0;12
2;+0;12
3;+0;12
4;+0;12
"2. Handstand · Bodyweight · 10 reps"
#;REPS
1;10
2;10
3;10
4;10
5;10
6;10
"3. Pull-Ups with Wide Overhand Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;12
2;+0;11
3;+0;9
"4. Pull-Ups with Close Neutral Grip · Bodyweight · 10 reps"
#;KG;REPS
1;+0;10
2;+0;9
3;+0;8
"5. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;20;12
2;20;12
3;20;11
4;20;11
"6. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;75;13
2;75;12
3;75;11
"7. Overhead Curls · Cable · 10 reps"
#;KG;REPS
1;30;13
2;30;13
"8. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;8

"Day 1 / Back-Chest · Day 2 · Week 5 · New plan";"2026-03-04 8:39 pm";"1:14 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;70;7
2;70;6
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;85;9
2;85;10
3;85;9
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;13
2;26;11
3;28;7
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;25;6
2;20;12
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;95;10
2;95;10
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;11
3;95;10

"Day 2/ Shoulder-Arm · Day 3 · Week 4 · New plan";"2026-03-02 10:57 am";"1:19 hr"
"1. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;7
2;26;5
3;24;6
"2. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;24;8
2;22;8
3;22;11
4;22;11
"3. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;25;6
2;20;12
3;20;12
"4. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;14;9
2;14;6
3;12;10
"5. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;75;10
2;75;10
3;75;9
"6. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;85;10
2;85;8
3;80;12
"7. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;12

"Day 3/ Leg day · Day 1 · Week 5 · New plan";"2026-02-27 8:24 pm";"1:12 hr"
"1. Squats · Barbell · 8 reps"
#;KG;REPS
1;95;6
2;95;6
3;90;7
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;11
2;32;10
3;32;8
"3. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;9
2;65;9
3;65;7
4;60;9
"4. Leg Extensions · Machine · 6 reps"
#;KG;REPS
1;105;10
2;105;7
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;120;15
2;120;14
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;14
2;85;11

"Day 1 / Back-Chest · Day 2 · Week 4 · New plan";"2026-02-26 11:03 am";"2:23 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;70;8
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;100;9
2;95;10
3;95;9
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;7
2;30;7
3;30;6
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;25;6
2;20;12
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;12
2;100;11
3;95;10

"Day 3/ Leg day · Day 1 · Week 4 · New plan";"2026-02-20 11:38 am";"1:22 hr"
"1. Squats · Barbell · 8 reps"
#;KG;REPS
1;90;8
2;100;5
3;90;6
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;10
2;32;9
3;32;8
"3. Leg Extensions · Machine · 6 reps"
#;KG;REPS
1;105;10
2;105;7
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;9
2;65;8
3;60;10
4;60;8
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;120;16
2;120;14
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;13
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 3 · New plan";"2026-02-18 12:20 pm";"1:19 hr"
"1. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;8
2;26;6
3;26;6
"2. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;25;6
2;20;13
3;20;12
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;12
2;22;12
3;22;11
4;22;10
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;75;9
2;75;9
3;75;8
"5. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;14;8
2;12;12
3;12;9
"6. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;85;10
2;85;8
3;80;11
"7. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;12

"Day 1 / Back-Chest · Day 2 · Week 3 · New plan";"2026-02-16 6:38 pm";"1:16 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;70;8
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;10
2;95;9
3;95;8
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;7
2;30;7
3;30;6
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;11
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;95;9
2;90;11
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;12
2;50;11
3;50;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;11
2;100;10
3;95;10

"Day 3/ Leg day · Day 1 · Week 3 · New plan";"2026-02-15 12:46 pm";"1:23 hr"
"1. Squats · Barbell · 8 reps"
#;KG;REPS
1;90;7
2;90;6
3;90;6
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;30;11
2;30;11
3;30;9
"3. Leg Extensions · Machine · 6 reps";"Slow and pretty reps BBY! So less weight "
#;KG;REPS
1;105;9
2;105;8
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;8
2;65;8
3;60;9
4;60;8
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;120;12
2;120;16
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;13
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 2 · New plan";"2026-02-13 8:33 pm";"2:11 hr"
"1. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;8
2;26;7
3;26;6
"2. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;13
3;20;12
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;12
2;22;11
3;22;11
4;22;9
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;70;13
2;70;12
3;70;11
"5. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;12;13
2;12;12
3;12;9
"6. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;12
2;80;11
3;80;10
"7. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;11
2;50;12

"Day 1 / Back-Chest · Day 2 · Week 2 · New plan";"2026-02-11 5:43 pm";"2:27 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;5
2;70;8
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;10
2;95;8
3;95;8
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;7
2;30;7
3;30;5
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;10
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;12
2;90;11
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;10
3;45;10
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;13
2;95;12
3;95;10

"Day 3/ Leg day · Day 1 · Week 2 · New plan";"2026-02-09 7:18 pm";"1:18 hr"
"1. Squats · Barbell · 8 reps"
#;KG;REPS
1;80;6
2;90;6
3;90;6
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;10
2;32;10
3;32;8
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.6;11
2;7.6;8
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;12
2;65;8
3;60;10
4;60;9
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;16
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 1 · New plan";"2026-02-07 12:40 pm";"1:11 hr"
"1. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;7
2;26;5
3;24;7
"2. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;14
2;20;12
3;20;10
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;22;11
2;22;10
3;22;10
4;22;8
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;70;12
2;70;10
3;70;10
"5. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;12;12
2;12;11
3;12;8
"6. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;11
2;80;10
3;80;10
"7. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;45;12
2;45;12

"Day 1 / Back-Chest · Day 2 · Week 1 · New plan";"2026-02-05 12:29 pm";"1:12 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;70;8
2;70;7
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;9
2;95;8
3;95;7
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;6
2;30;8
3;30;7
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;12
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;11
2;90;10
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;45;10
2;45;11
3;45;9
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;11
3;95;10

"Day 3/ Leg day · Day 1 · Week 1 · New plan";"2026-02-03 11:26 am";"1:10 hr"
"1. Squats · Barbell · 8 reps"
#;KG;REPS
1;80;6
2;80;6
3;80;6
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;10
2;32;9
3;32;7
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.6;11
2;7.6;10
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;11
2;65;10
3;60;10
4;60;9
"5. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;18
2;115;16
"6. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;80;14
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 4 · New plan";"2026-02-01 12:39 pm";"1:42 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;85;9
2;85;8
3;80;10
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;9
2;26;7
3;26;6
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;24;9
2;24;8
3;22;11
4;22;9
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;85;9
2;85;7
3;80;10
"5. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;14;10
2;14;7
3;14;6
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;15;10
2;15;10
3;15;11
"7. Seated Y Raises · Cable · 10 reps"
#;KG;REPS
1;45;13
2;45;11
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;15
2;15
3;15

"Day 1 / Back-Chest · Day 2 · Week 4 · New plan";"2026-01-31 11:44 am";"37 min"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;80;3
2;75;5
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;100;9
2;100;8
3;95;7
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;32;6
2;32;5
3;30;7
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;14
2;20;12
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;80;13
2;95;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;10
3;45;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;11
3;95;10

"Day 3/ Leg day · Day 1 · Week 4 · New plan";"2026-01-25 1:14 pm";"1:33 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;120;7
2;127.5;6
3;120;9
"2. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7;14
2;8;11
3;8;11
"3. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;55;14
2;60;12
"4. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;100;10
2;100;10
3;100;10
"5. High Plank · Bodyweight"
#;MINS
1;1
2;1
3;1

"Day 1 / Back-Chest · Day 2 · Week 3 · New plan";"2026-01-24 12:14 pm";"2:44 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;80;3
2;75;5
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;100;9
2;100;8
3;95;7
"3. Chest Press · Machine · 10 reps"
#;KG;REPS
1;30;12
2;35;6
3;30;8
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;14
2;20;12
"5. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;10
3;45;8
"6. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;11
3;95;10

"Day 2/ Shoulder-Arm · Day 3 · Week 3 · New plan";"2026-01-21 6:35 pm";"1:58 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;85;9
2;85;8
3;80;10
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;9
2;26;7
3;26;6
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;24;9
2;24;8
3;22;11
4;22;9
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;85;9
2;85;7
3;80;10
"5. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;14;10
2;14;7
3;14;6
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;15;10
2;15;10
3;15;11
"7. Seated Y Raises · Cable · 10 reps"
#;KG;REPS
1;45;13
2;45;11
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;15
2;15
3;15

"Day 3/ Leg day · Day 1 · Week 3 · New plan";"2026-01-19 6:28 pm";"1:26 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;120;8
2;127.5;6
3;120;9
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;13
2;32;11
3;32;10
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;8;10
2;8;10
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;70;8
2;65;9
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;105;12
2;105;10
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;15
3;115;12
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 1 / Back-Chest · Day 2 · Week 2 · New plan";"2026-01-16 10:33 am";"1:51 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;77.5;5
2;75;6
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;100;7
2;95;10
3;95;9
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;32;6
2;32;5
3;30;7
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;10
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;80;13
2;95;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;10
3;45;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;11
3;95;10
"8. Shoulder Press · Machine · 10 reps"
#;KG;REPS
1;40;15
2;40;10
3;30;12

"Day 3/ Leg day · Day 1 · Week 2 · New plan";"2026-01-12 6:37 pm";"1:35 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;120;8
2;127.5;5
3;120;8
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;34;8
2;34;7
3;34;7
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.3;14
2;7.3;14
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;12
2;65;9
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;105;11
2;105;10
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;15
3;115;12
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10
"8. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;12
2;80;10
3;80;10

"Day 2/ Shoulder-Arm · Day 3 · Week 2 · New plan";"2026-01-11 12:09 pm";"1:37 hr"
"1. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;8
2;26;7
3;26;5
"2. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;24;8
2;24;7
3;22;11
4;22;10
"3. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;85;8
2;85;6
3;80;10
"4. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;14;9
2;14;8
3;12;10
"5. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;10
2;20;9
3;20;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;11
2;50;10
"7. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;14
2;14
3;15

"Day 1 / Back-Chest · Day 2 · Week 1 · New plan";"2026-01-10 9:49 am";"2:21 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;75;5
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;10
2;95;10
3;95;8
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;32;6
2;32;5
3;30;7
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;12
2;20;10
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;95;10
2;95;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;10
3;45;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;95;12
2;95;11
3;95;10

"Day 3/ Leg day · Day 1 · Week 1 · New plan";"2026-01-07 1:21 pm";"1:40 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
1;120;8
2;125;8
3;120;8
"2. Bulgarian Split Squats · Dumbbells · 10 reps"
#;KG;REPS
1;32;12
2;32;11
3;32;9
"3. Leg Press · Machine · 6 reps"
#;KG;REPS
1;7.6;11
2;7.6;10
"4. Lying Leg Curls · Machine · 10 reps"
#;KG;REPS
1;65;11
2;65;10
"5. Leg Extensions · Machine · 10 reps"
#;KG;REPS
1;105;10
2;105;9
"6. Hip Adduction on Multi Hip Machine · Machine · 10 reps"
#;KG;REPS
1;115;16
2;115;14
3;115;12
"7. Hip Adduction · Machine · 10 reps"
#;KG;REPS
1;85;12
2;85;10

"Day 2/ Shoulder-Arm · Day 3 · Week 1 · New plan";"2026-01-04 12:18 pm";"1:22 hr"
"1. Seated Calf Raises · Machine · 10 reps"
#;KG;REPS
1;80;11
2;80;10
3;80;9
"2. Seated Shoulder Press · Dumbbells · 10 reps"
#;KG;REPS
1;26;9
2;26;7
3;26;5
"3. Seated Curls · Dumbbells · 10 reps"
#;KG;REPS
1;24;8
2;24;7
3;22;10
4;22;10
"4. Triceps Pushdowns · Cable · 10 reps"
#;KG;REPS
1;85;8
2;80;10
3;80;9
"5. Concentration Curls · Dumbbells · 10 reps"
#;KG;REPS
1;14;9
2;14;7
3;12;9
"6. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;10
2;20;10
3;20;9
"7. Seated Y Raises · Cable · 10 reps"
#;KG;REPS
1;14;12
2;14;11
"8. Push-Ups · Bodyweight · 10 reps"
#;REPS
1;15
2;14
3;15

"Day 1 / Back-Chest · Day 2 · Week 5 · New plan";"2026-01-02 7:55 pm";"1:08 hr"
"1. Bench Press with Wide Grip · Barbell · 10 reps"
#;KG;REPS
1;75;6
2;75;6
"2. Lat Pulldowns with Wide Neutral Grip · Cable · 10 reps"
#;KG;REPS
1;95;10
2;95;9
3;90;10
"3. Bench Press · Dumbbells · 10 reps"
#;KG;REPS
1;30;9
2;30;8
3;30;6
"4. Triceps Kickbacks · Cable · 10 reps"
#;KG;REPS
1;20;11
2;20;8
"5. Chest-Supported Rows with Close Grip  · Machine · 10 reps"
#;KG;REPS
1;90;12
2;90;9
"6. Lateral Raises · Machine · 10 reps"
#;KG;REPS
1;50;10
2;50;10
3;45;8
"7. Standing Calf Raises · Machine · 10 reps"
#;KG;REPS
1;90;13
2;90;12
3;90;11

"Day 3/ Leg day · Day 1 · Week 5 · New plan";"2025-12-31 12:04 pm";"1:26 hr"
"1. Romanian Deadlifts · Barbell · 8 reps"
#;KG;REPS
